Index,Sentiment,SentimentText
1252,1,"@songbookbaby Alright, wonderful "
1253,1,@songbookbaby ill bringing you my self back ma...   
1254,1,@songbookbaby no problem 
1255,1,@songbookbaby OOOO lol well damn 
1256,1,"@songbookbaby pretty back, and by the way those are some nice jeans. lol "
1257,1,@Songdreamer np  I tried to dm you back  but I cant
1258,1,"@songdude Loved, If There Was No Moon! "
1259,1,@songineverheard that pick of the Starbucks drive thru is in Vaughn Mills &amp; you should talk to your Starbucks man crush 
1260,1,@songjunkee1018 Yes. I do. 
1261,1,@Songo72 Hit the refresh button. Then it will update. Sometimes it's slow 
1262,1,@Songo72 i can fix that in a hurry 
1263,1,@Songo72 No. I'm going to head South &amp; cut across Northeast Indiana &amp; then make my way toward Columbus 
1264,1,"@Songo72 oh, thank you! so sweet! There's nothing like great seats @ the Joe! "
1265,1,@Songo72 Thank you. I will. You be safe too 
1266,1,@SONGSBYTHEDOT cool... Call me tomorrow... 
1267,1,"@SONGSBYTHEDOT www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!!  &amp; FOLLOW me , Cheers x"
1268,1,@SONGSTR3SS omg! That's aaaamaaaazing! Good luck kill it- like I know you will!  i;m proud lil lady. Let me know how it goes- take pix
1269,1,@SongwriterTC just waiting on YOU!!! 
1270,1,"@SongWriterToBe Great, thanks, and you? "
1271,1,@songzyuuup  And alll ur hard work will always pay off. So don't be discouraged or anything.. Praying 4 u! 
1272,1,@SongzYuuup  when did u hit 100k... congrats  oh and congrats for ur Visionary award too
1273,1,@SongzYuuup and now for some sleep 
1274,1,@songzyuuup and your fans prove they love you back  love u!
1275,1,@SongzYuuup are you still planning on performing at hot jam in hartford? cause i swear ill refund my ticket if you arent 
1276,1,@SongzYuuup check out my remix to i need a girl   http://bit.ly/53vOj
1277,1,@SongzYuuup Congrats 
1278,1,@SongzYuuup get her! haha he got you sissy @GreasedLightin i kid i kid. 
1279,1,@SongzYuuup Heard the songs on V-103 earlier good stuff  I'm ready for the album.
1280,1,@SongzYuuup hey Trey i'm heading to bed and i just wanted to say goodnight hope u have a gewd day tomarrow bye 
1281,1,@SongzYuuup I agree I want to go hhhmmmm something I can put a memory wit 
1282,1,@SongzYuuup I could make that come true 
1283,1,@SongzYuuup im lovin the u belong to me 
1284,1,"@songzyuuup im sad i cant see u go ham, but i kno u gonna kill it papa. Nothin is safe! Lol "
1285,1,@SongzYuuup I'm sure you're cookin up something good  Can't wait to here what you come out with next.
1286,1,@SongzYuuup Imma sting you... LOL~ XOXO 
1287,1,@SongzYuuup LOL  was just on the radio!!!! (107.9 in Atlanta)
1288,1,@SongzYuuup Lovin the new song Trey!! Keep up the talent 
1289,1,@SongzYuuup Sexy Mannnnnnnnnnnn 
1290,1,@Songzyuuup shyt you tweeting ppl you not following can I get a tweet!? (i'd rather you follow me  real talk)
1291,1,@songzyuuup u mite b a little obsessed. she got u so gone u cnt keep a damn fone #. breathe songz chics will give it 2 u w/o u begging 
1292,1,"@SongzYuuup u welcome babe, kill the show! Yuuupp! "
1293,1,@SongzYuuup when are you coming to philly. hurry please 
1294,1,@Songzyuuup would fuck with the dumb kinda ho who thinks he invented sex. lmao jk thats my stripper jam of the week 
1295,1,@SongzYuuup yeah you should do i song for the best fans... cuz i def want to go &quot;hmmmm&quot; lol 
1296,1,@SongzYuuup You should pay a visit to Seattle 
1297,1,@sonia14kar Oh yes! You're from Greece 
1298,1,@sonia23 awwwwwwwwwww thanks! revising like crazy here :| lool! i'll tell him!  enjoy relaxing! xx
1299,1,@sonia62 I was in fax last wknd! Back to my spiritual home...The aka!  I may see you on Friday after boxing then! Goin loco down in aca...
1300,1,@sonialastrega Agreed. Although that might mean actually watching it. And I just can't. But we'll do our best though. 
1301,1,@Soniamonia Well I guessed that considering one is still standing and can afford to look like ya avatar. 
1302,1,@SoniaRincon I love these Tweets... keeps me up to date on what's going on! 
1303,1,"@SoniaSidhuSUNFM Welcome back, buddy! "
1304,1,@soniavennAXO Take your clothes off then.  YOU'RE WELCOME FOR THE SUGGESTION! Sara will appreciate this one.
1305,1,"@sonicalpha I already checked, all that's under there is a pile of smelly socks.. and a note that says &quot;The Awesome is a tool&quot; Brilliant! "
1306,1,@sonicsalamander Of course you did it right Sonic 
1307,1,@Soniejo visa launched it on friday 
1308,1,@Sonisphere I'll be there - why? What's happening? 
1309,1,"@Sonisphere The founder members club, that's whats new! Thanks for that, can't beat a barbaque and cool wristband "
1310,1,"@soniyamonga  did u see female French open? go Russia  I bought tickets for the finals in August, can't wait.... Hope for Rus final!!!"
1311,1,@soniyazkhan yay!!! now get on it 
1312,1,"@sonjalee  for the record, white &gt; red.  2 small boxes gone in one nite "
1313,1,@SonjaMD LIM is a favorite. so im thinking i have to do another semester at CAU. then apply during the fall semester 
1314,1,@SonjaMToth Heeeyyyy!!! So ready!! Those martini's are calling my name 
1315,1,"@SonjaNorwood ,,, hey mom,, "
1316,1,"@SonjaNorwood hey sonja, i just wanted to let you know you and your daughter are such a beautiful women, and hope that you follow me... "
1317,1,@SonjaNorwood Please do. Have a question. 
1318,1,@SonjaNorwood Well Mrs Norwood I WAITED!! But I'm sleepy with classes in 7 hours. Peace and all my love. Gnite 
1319,1,"@SonjaNorwood Well, again I am honored. And thanks for that  You are a very wise woman and its easy to see where Brandy gets it from"
1320,1,@Sonlife  lÃªn ko thÃ¡i s nÃªn out ih ngá»§..ngá»§ wÃªn lun..hjhj.. sao hnai zÃ­k nh` kÃ¡i &quot;Ä‘iÃªn&quot; thÃ­a?! SÃ¬nh pá»¥ng zÃ­ cháº£ sÃ¬nh pá»¥ng.hÃ´n w cháº£ hÃ´n..
1321,1,"@SonniesEdge hey, hows your NT goin??? having fun with it??? "
1322,1,@SonnyAhuja you must be used to that  it's a curse
1323,1,"@sonnygill Aside from the ridiculous power outage yesterday, pretty good  going for a hike in a couple of hours."
1324,1,@sonnygill Just to the beachhouse from Fri - Sun. Nice roadtrip.  There is a beach party on Sat. night with the ATO's. Trouble.....
1325,1,@sonnyjoeflangan PMSL = Pissing myself laughing  ask him if he knows
1326,1,@sonnyjoeflangan Sonny its Ur Best Friend From The Video ... Im Soo Glad U Stared Twittering Again i Finally Hav A Reason 2Live 
1327,1,"@sonnyjoeflangan sonny, care to give me a suggestion as to what i should name my rabbit?  x"
1328,1,@sonnyjoeflangan tell me now!!!  haha u thought it was shaun divineys bday. thats sad sonny &quot;tut tut tut&quot;
1329,1,@sonnyjoeflangan whats wrong? i can mentor 
1330,1,@SonnykissJay good mornin!  hehehe not yet! lol im glad my school is out 
1331,1,@SonnykissJay Goodnight  sleep well.. love ~p
1332,1,"@SonnyLovato  How are you? Fine, you? haha ask and answer"
1333,1,@SonnyLovato put the copyright crap in the description  i dont think it needs to be ON the video cuz its aired on dc
1334,1,@sonofsons07 thanks for coming 
1335,1,"@SonoranDragon @ellbeecee hehehe! love that song too  hopped on a boat in WoW, couldn't resist!"
1336,1,@SonoranDragon Only if you have good shoes on!  Preferably big boots.
1337,1,@SonshineChavous thx Chavous  i noticed y bday in my calender for next year. Hope you have found a wedding dress  wish you a nice day
1338,1,@sonsofjim Uh huh. I forgot how awesome Double Club was  What are you doing today? I'm recording shit loads of new stuff next month! x
1339,1,@sontek haha already have a full house with my parents in town  end of June?
1340,1,@sonya_jonsgirl I'm sure your daughter will lovee it!  Have fun!
1341,1,"@sonya_jonsgirl My husband is a straight up Sicilian from Brooklyn, but he's a wannabe cowboy! I'm sure I'll make my way down there soon "
1342,1,"@sonymd: yes ma'am... I think I have Salon Pas somewhere, but man, I'm getting fat. "
1343,1,@SonyPictures Congrats! I donated $4 to the cause 
1344,1,@sonyyface nvm then. I'm gonna be in flushing in...~1 hour. I might see ya then! 
1345,1,"@soo_zee of course your west coast not east coast... Nearly home, listenin 2 single in the car "
1346,1,@soobama  thanks
1347,1,@sooberlee because ive had 2 twitter fights with the half-man.  ferreal internet bully. haha
1348,1,@soocial I've just mailed you guys  Thanks. 
1349,1,"@sooejay night night, hope you manage to sleep the headache away "
1350,1,@soofehflys a life on the web and twitter ;) you made that too easy xD hahaha how have you been? 
1351,1,@SookieBonTemps Ah we'll get ot workin' SS is good with stuff like that. *bbbuuuzzzzttt* Hmm? What was that? Why is it dark now? O.O 
1352,1,@SookieBonTemps I want some breakfast 
1353,1,@sookyeong u mean VIP this time ? coz of the KBS thingy ? haha.. 
1354,1,@soominsaram You could pay for a username change. It moves all your old entries to under a new name.   (If they still have that option?)
1355,1,@Soon2bMrsWard You're so welcome 
1356,1,@sooner1944 Get 100 followers a day using www.tweeteradder.com Once you add everyone you are on the train or pay vip 
1357,1,"@soonerviking Good nirhgt, my friend! Pleasant dreams.  "
1358,1,"@soonerviking Sounds like a lovely time. Funnily enough, we're off for hairs cut, too.  Enjoy yoru day! "
1359,1,@SoongUK You are one slow-assed Wolverine 
1360,1,@SoooAmazing I'd say whatup what's happening 
1361,1,"@sooofje93, yeah I wanna hear her new album too!! She is amazing, and John Mayer too! "
1362,1,@SooooMcCallHall Its true!  And in an hour it will be his birthday 
1363,1,"@soopertrev  That's your story, and you're sticking to it. I, however, have no such standards, so I will be going to hell now. "
1364,1,@soosixty lolz. what do you think it is ? 
1365,1,@SooSpecial Have fun!! 
1366,1,@SooSpecial not the country girl but yea 
1367,1,@sooty01ally.. lmao. i love you my tiwn.B&amp;&amp;s4evas. 
1368,1,@soozafritz is deadddd. lol well hopefully not. Btw Friday gonna be 78 and sunny! I think we should hang before the show  starbucks!
1369,1,@soozafritz theres a 7:05 show. 
1370,1,@Soozcat LUCKY! I had a 2 hour nap this afternoon and now it's 3am and i can't sleeeeep! hope you're enjoying some sleep 
1371,1,@Sooze74 oh! i'am so sorry ...2 hours actually  #apprentice
1372,1,@soozenw congrats! good luck with the baby makin! 
1373,1,@soozezq LUCKY! Have a great short week. 
1374,1,@soozi13    Is it cold in Rochester?  It was pretty darn cold in Syracuse overnight.  Very windy here yesterday.
1375,1,@soozi13 don't give up hope 4 the weekend yet - weather changes quickly arnd here. The old saying=Don't like the weather? Wait 10 minutes 
1376,1,"@Soph4Soph btw, i have a friend that works for her. Maybe she can help sort  a dress out for you when you get married "
1377,1,@Soph4Soph well take some lovely pics and show us if u can 
1378,1,@Soph4Soph yummy ... eat a few for me 
1379,1,@sophcourtney Too right Soph when you get the hang of it you can teach me  ( its ruth by the way 
1380,1,@sophiaah unagi ;) good luck in your exam tomorrow  NIGHT ALL!
1381,1,"@sophiaannabush Isn't it awesome being an only child? Hahaha, i love it "
1382,1,@sophiacadiz @greeneash Ah around the corner ka lang pala. 
1383,1,@Sophiae007 Flip Flops are a necessary purchase...especially if they are just a little bit sparkly   Good luck with casting..whats it for?
1384,1,"@SophiaF3F3 &quot;she aint goin' no, she aint goin' no where she can't be stopped now cause its twitter 4Life&quot;  Its BAD BOY BABY"
1385,1,@sophiagoh oh no...which part of dsara uptown? bright day light also dare to steal  
1386,1,@sophiagoh Welcome back. 
1387,1,@SophiaLatjuba same pill with mine... 
1388,1,@sophiamontinola Tell me kung walang pasok ha. TWEET IT PLEASE! 
1389,1,@sophiaperennis when i say pop i meant grandfather  my dad is doing fine i'm not that old lol
1390,1,@sophiatong Lucky  Take BEYOND accurate notes please 
1391,1,@sophiaxOxO I am totally lost here on twitter... can you help me out? 
1392,1,@Sophie_Lhoste  Goodnite to you 
1393,1,@Sophie_Lhoste Thanks you so much for following me on Twitter; I hope you find it as exciting as I do! Looking forward to your tweets! 
1394,1,"@Sophie_Lhoste yes, u r absolutely correct. I will walk outside, breathe in life, ground myself, come back and proceed accordingly! "
1395,1,@Sophie_uk Welcome on Twitter! Hope you like travel tweets 
1396,1,"@Sophie1708 haha well i'm full of surprises, will be good times "
1397,1,@sophie2dopex ahhh! Sounds awesome  I love seeing ur pics 
1398,1,@sophie2dopex I had an amazing afternoon tho. 
1399,1,@sophieactive hahhahaahhaha omg that msg made me laugh so hard..im sure the desks etc will be selected with lots of thought 
1400,1,@SophieAndrea glad you had a good time  I haven't seen a photo of you yet! I need to.
1401,1,"@sophiebaber Wooh, someone cool is following me "
1402,1,@SophieBeard love your style 
1403,1,"@sophiebenjamin wow, great article and images, holding still a moment in time to look at in detail and turn over inour hand.  Thanks mate "
1404,1,@sophieBOYY lost is rubbish  and wanna follow me biatch? ;)
1405,1,@sophiebridge hahahahah! its great! 
1406,1,@SophieCoraline thank you! it was yummy 
1407,1,@SophieDavey93 why hello! sorry i didnt reply before..! but yeah.. hope history was ok for you?! iv never ritten so much in my life!!!! 
1408,1,@sophiedee ive been hearing alot of good things about that movie - im definitely gonna check it out soon - enjoy the movie 
1409,1,@sophiee_lee i am too lol dam tequila  
1410,1,@Sophiee88  No its not its easy keep messing with it  #robgasm
1411,1,@sophieetex hey girrl. 
1412,1,@sophiefetish hey so I met Lucy 
1413,1,@SophieFletcherx YEEEEEEAH POST IT POST IT 
1414,1,@SophieGwen chyeahh looks it. i can tell by your expression. yay im glad you have twitter i talk to you more   
1415,1,@sophieharding Rubbish at describing books I'm afraid 
1416,1,@SophieHedgecock I like it.  Let's do it.
1417,1,@SophieLouiseJ Be interesting.  And just check the trending topics and end all your tweets with them if you're that bored/desperate #E3 :p
1418,1,"@SophieLouiseJ I'll download it and see what I think, thanks. "
1419,1,@SophieLouiseJ YEAH  I'M SOOO EXCITED XD
1420,1,@sophielovemcfly haha &quot;peace out&quot; phil ethics rocked - listening to david archuleta all lesson  x
1421,1,@sophiemcflyx  awwwh thanks  xx
1422,1,@sophiemcflyx I don't think beans are... but tatties are 
1423,1,@SophieMcKenzie haha finally got this workingg!! ahh hate working...cant concentrate!! only a few more exams!  xxx
1424,1,@sophiemejones baby kicking you awake in the night? 
1425,1,"@sophienetter ahaha, why doesn't that surprise me  she's my lucky charm most of the time &lt;3 I adore her "
1426,1,"@sophieniicole naah i want him to come to natalies, andd for him to bring friendss you can have harry i'll have anotherrr of his mates "
1427,1,@SophieOsborn @ShoeMadness Oh those Jimmy Choos are just too nice for words 
1428,1,@sophiepalmer  -- it took 25 mins for her to do my makeup and you dont look bad you look pretty  x
1429,1,@sophiereedy yesss pleaseee 
1430,1,@sophiesayswhat can't wait TILL JULY ;  @xomalese COME TO LONDON WITH Lissa ;D
1431,1,@sophiespooooner poor lamb! How was indonesia my luverr? I'm off to Cyprus tomorrow 
1432,1,@sophiewilkinson awww huggggggs - hope Sophie enjoys shopping trip 
1433,1,@sophiiieeee  thanks 
1434,1,"@Sophisticated1  Whaaaaaat ?  I can't undersitï¿½ï¿½ï¿½nd you,Bitch  * Huriye's Pronunciation *"
1435,1,"@SOPHisticosity Nahhh, cba man "
1436,1,@sophistifunk aye 
1437,1,@sophistifunk go home &amp; uncork something nice 
1438,1,@Sophistikated tell your mom i said happy mothers day too. Shes also very nice 
1439,1,@sophitia69 http://twitpic.com/45h9n - His eyes looks absolutely gorgeous! *.* amaizing!! 
1440,1,@Sophiyy oh no! Whats up?! I hope everything is ok! I will pray  xx
1441,1,@sophness silap la u cakap u dapat duit. time to spend the money and get erin's present and cendarahati for me. hehe. cant wait to see u 
1442,1,@sopho_suave I would 
1443,1,@SophRigh hmmm....lets say wednesday  Reminds me of wednesday walk to Pear Tree 
1444,1,"@sophshepherd Me too, as a starter... All the best from a fellow designer from Central Europe "
1445,1,@sophums sounds a bit crap! Hope things get better 
1446,1,@Sophy93 Haha thanks; it's my own photos. 
1447,1,@sophywills same ! just listening to music lol 
1448,1,"@soporificfrog nah, you aren't  i want to be drunk! "
1449,1,@soporificfrog Where's my land-based aircraft carrier doing Mach 3! I demand my supersonic aircraft carrier! 
1450,1,@sopranokoala great weekend; 1 no food 2 no food 3 starving by Sunday evening 4 hospital visit 5 eat like there's no tuesday! 
1451,1,@SoPrettyEnt hey was by graces last night...but i ended up going to sakora's 
1452,1,"@SoPurpleTheRose Aw. Thanks, Adrienne!  I leave so soon. Getting excited now. Making a list of what to do!!"
1453,1,@sora2522 i thought you were going to bed #harpersglobe  I added that just for you 
1454,1,@sora2522 Um.. I was trying to look like Robin's video w/the messy hair LOL. 
1455,1,"@sorabh Ebay, some things I get from customers who dont need it any more, like last 2620 I got for free  The big luck was 1841 free "
1456,1,@sorakh2634 hey try this  http://www.ultimatelovecalc.com/love/468978
1457,1,@sorcha69 better than what it would have cost to go to the cinema... lol i love Green Street... i will deffo be buying that... ta! 
1458,1,@sorcha69 It really is! I have a bowl of candy (that I myself can't even eat actually. ha.) on my desk. They will break eventually 
1459,1,@sorcha69 oh i havent seen Green Street 2... i will deffo get that too...  x
1460,1,@sorcha69 Thank you. Very kind of you to say that! 
1461,1,@sorcha69 there is that way too  well spotted 
1462,1,@SOREband yeah. i'm waiting 
1463,1,@SorenJordansen thank you sir   gosh I love the 15th of each month... hehe.
1464,1,@sorocksteady sweet 
1465,1,@sortingtrolley sorry missed your post earlier about Edinburgh.  I am biased towards its awesomeness!  Glad you enjoyed your visit 
1466,1,"@sosarah this place by my house that was having a grand opening, so first 30 people to show got em 4 free! I was #4 "
1467,1,@SoSensual4u_Luv good morning 
1468,1,"@sosepoy Uhm, he's the best AI contestant ever. "
1469,1,@Sosexysolei  dunno if you remember me from Diamonds strip club in Miami 
1470,1,@Sosexysolei thanks so much for following me!! I hope we both get an opportunity to learn more about each other!! 
1471,1,@sosfour9  What a fantastic website! 
1472,1,"@sosolid2k peanut :o, cute name  lol get another turtle and call it jelly :p, if i get a pet i'll call it cabbage XD lolol"
1473,1,@sosolid2k turtles and shoes make an awesome couple  if only shoes could talk back to the turtle :p lol
1474,1,@sososophie Well...That does sux-don't forget to tweet. 
1475,1,@SoSoulfull  Watch my show http:streettalktv.co.uk spread the word
1476,1,"@SoSoulfull heyyyy, when is the 2nd season? I want to mark my calendar too. "
1477,1,@SoSoulfull thanks so much.  lookin' forward to it! been preparing for a while
1478,1,@SoSoulfull Very good. Think mode. 
1479,1,@sosoxo yep exactly 
1480,1,@sospokesaroj I'm not into the entire shaadi.com thing. I'm content with how things are today. Plus a lady wud rob my Twitter time. 
1481,1,"@sostapowich it will knock you out all night, too!  "
1482,1,@SoSwirly LOL!everyones first tweet is the same.It's the WTF tweet that goes out in hopes that someone will toss them a line.Here's I am. 
1483,1,@sotaboy24 much respect to Pinoy pride...all I asked for was 20 minutes!  
1484,1,@SOTCC - DO IT! or grab cotton swabs and put them in his nose  that'd be funny.
1485,1,@SOTNW Night! I hope it works when I wake up 
1486,1,@sotodance come here and you sure will. I drag everyone that comes to visit to see Herbert 
1487,1,@soudahrima its to great to see you here  you rock!
1488,1,@Soul__Star i miss you too hurricane  you've been an absentee twit ;)
1489,1,@Soul_Angel  All the time
1490,1,"@Soul_Storm @Soul_Storm thanks for the pos reinforcement. I need to quit now and I know better so , I working on it "
1491,1,@Soul_Storm ty for the ff 
1492,1,@Soul2Beautiful -- heya lady!  xoxo
1493,1,@SoulafiedCHEF LOL well u had a clue I was trying to move. But it became official this morning. I'm pretty stoked for this new level. 
1494,1,@soulboykirk @BonnieC06 I know.....what's next? 14 and engaged? 
1495,1,@soulboykirk how are you tonight?  *HUGS*
1496,1,@soulboykirk thanks 
1497,1,@soulboykirk You'er looking particularly handsome this morning! 
1498,1,@soulchild375 How was Sweden?? I was just in Europe too 
1499,1,"@Soulcialite Ok momma, who got on your last nerve today?  Do you want me to have a word with them? LOL"
1500,1,@Souleye can't I be a rock star and a rolling stone 
1501,1,@souleyedee good! See you next Tues then 
1502,1,@souleyes65 @souleyes65  back at ya girl! have a great day!
1503,1,@souleyes65 thank you...i have one on board 
1504,1,@soulfulgoddess i know right?!  *sighs dreamilY* i'm so dorky x]
1505,1,"@SoulfulJenn @iamcrumbs That wall was cool! Lol nah, just fav'd him for now. Will hunt his tunes later "
1506,1,@SoulfulJenn Ah... that's so cute... 
1507,1,"@soulfulsmile I AGREE, KEEP UPDATING!!!  Miss You!!"
1508,1,@Soulglow0308 baby sisters graduation but mostly the parentals are celebrating 25years! we are having a ceremony tomorrow sooo YEAH!  &lt;3RN
1509,1,@SoulGlowActivtr  left a message for yahh!  hope to hear back!
1510,1,@SoulGlowActivtr Been calling for 20 mins now  I want to surprise my sister with u on the line for her (:
1511,1,@soulhuntre nice try...  but it was worth it to read the old article on invisible poisonous sky fish 
1512,1,"@SoulIsTheGoal Ooh Diorama as well, you work very fast "
1513,1,@SoulIsTheGoal The more the merrier 
1514,1,@souljaboytellem &lt;---is a trending topic again 
1515,1,@souljaboytellem ;) yezzirr 650K. Pow! 
1516,1,@souljaboytellem @CookieMerrygold - its true..  just a dot and ill be happy  altho dont let tinchy see tht im bugging him for an x
1517,1,@souljaboytellem AIGHT! Then I'm comin to ATL   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS)
1518,1,"@souljaboytellem aw, that's cute "
1519,1,@souljaboytellem Bye Boy 
1520,1,@souljaboytellem cant wait to see those  thats a lot of sexxy in one picture lol dead ass
1521,1,"@souljaboytellem definately, signing autographs and taking pictures!!! LOL "
1522,1,@souljaboytellem definitely. especially positive quotes. 
1523,1,@souljaboytellem follow me back 
1524,1,@souljaboytellem gimme some ! i wanna try it   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS)
1525,1,@souljaboytellem gotta kno when you get footage/pics from thursday nite in san antonio lol that's must see 
1526,1,@souljaboytellem Great job last night at the concert in phx! 
1527,1,@souljaboytellem have fun tell snoop i said wat up. Love ya!!! 
1528,1,@souljaboytellem http://twitpic.com/3izgy - 
1529,1,@souljaboytellem http://twitpic.com/6d60r - fly like always 
1530,1,@souljaboytellem http://twitpic.com/6d60r - i like it 
1531,1,@souljaboytellem http://twitpic.com/6e0ex - greaat picture 
1532,1,@souljaboytellem http://twitpic.com/6e0ex - i love it. the hole thing 
1533,1,@souljaboytellem http://twitpic.com/6uycw - U r realy hot! I looove u dre 
1534,1,"@souljaboytellem i LOVE your track, Kiss me thru the phone  your COOL."
1535,1,@souljaboytellem iight 
1536,1,@souljaboytellem im up wit ya!! 
1537,1,@souljaboytellem im watchingg yu now on MTv  &lt;3
1538,1,@souljaboytellem jbar bar lemme get a shout out 
1539,1,@souljaboytellem JUS 4 U BABE!!! 
1540,1,@souljaboytellem lmao! You say the dumbest things ever! Here in california (North Hollywood) is sunny &amp; warm  hahaha
1541,1,@souljaboytellem look at me i got the swag flu ayeeee...love it 
1542,1,@souljaboytellem Make a video with me in it 
1543,1,@souljaboytellem mister popular  ur so cute!
1544,1,@souljaboytellem now everybody doing the smiley face thing 
1545,1,@souljaboytellem somebody say wake in bake  lol
1546,1,@souljaboytellem THANKS BABY DEFINETLY NEEDED THAT QUOTE FOR WHAT IM GOING THROUGH RIGHT NOWWWW 
1547,1,@souljaboytellem thanks for tha entertainment! that was fun! goodnite y'all....sweet dreams 
1548,1,@souljaboytellem thas wuz upp freestyle for me 
1549,1,@souljaboytellem u should.. 
1550,1,@souljaboytellem umm we should totally play  add me! MOBxQUEENxLaLa
1551,1,@souljaboytellem We are the &quot;Fugazi Patrol&quot; &amp; our motto is &quot;If u see a clown point em out&quot; please let everyone know about us 
1552,1,@souljaboytellem WHAT ARE YOU PERFORMING TOMORROW??   (Soulja Boy Tell 'Em LIVE live &gt; http://ustre.am/2UhS)
1553,1,@souljaboytellem when are u coming to australia ? 
1554,1,@souljaboytellem WHERE CAN I GET THIS?? ITS BOUT TO BE MY NEW IISHHH 
1555,1,@souljaboytellem WOW!  That's really cool 
1556,1,@souljaboytellem you gotta love THE BAY  It's also a very catchy song I would have to say myself.
1557,1,@souljaboytellem you suck i really should stop following u cus u rap like shit  u sound lik u yelling all da time
1558,1,"@souljaboytellem you the man Dre!!! the swag flu is off the chain for real! Killin it man, my number 1 rapper right now no doubt. "
1559,1,@souljaboytellem you're in MY city!! 
1560,1,@SoullaStylianou LOL and I get pears from one neighbour 
1561,1,@soulnafein i'm reading it now 
1562,1,@soulofthecity What are you sippin on? LOL! Make sure you tune in @ 8pm tomorrow! And I hope you got &quot;Sidekick&quot; ready for us on 6/21! 
1563,1,@SoulPainter  lol!  shopping centres must be a universal hang out for the way cool teens 
1564,1,@SoulPainter I want my tattoo though! 
1565,1,"@SoulPainter Kewl, now hand some over, I'm in need. "
1566,1,@SoulPainter super-duper cool then? 
1567,1,@SoulPainter they are now on my list!!! 
1568,1,"@soulpoetrysite hmmm, seems to me you are. Besides love isn't emotion based, deeper than that "
1569,1,"@soulpoetrysite I don't know how 2group FF either Frankly, it's over rated.I like the peeps that post them OFF twitter like u did earlier "
1570,1,"@soulpoetrysite Uh, you mentioned me twice "
1571,1,"@SoulReader I would love to chat via DM  with you but in order to do that, you either have to follow me or send me one first.  "
1572,1,"@SoulshockLA  yeah I`m enjoying, bye and relax "
1573,1,@SoulshockLA Hey dude please you can say HI to the new @backstreet_team in twitter ??? 
1574,1,@SoulshockLA Really you rocks man... thank you so much! 
1575,1,"@SoulSlave ????? ???????, za?? p?dï¿½i?? "
1576,1,@soulsong4ever I had fun. watched him sign peoples books. I will get mine signed/hug 2moroz. 
1577,1,"@soulsurrender oh, get a hold of : Lynda.com Joomla Creating and Editing Custom Templates, really helps "
1578,1,@SoulUK Miss Zaki is quite an eclectic Canadian girlie that's fo sho.  Never really got into her stuff.  Thx babes. 
1579,1,@SoulUK Thanks for the FF 
1580,1,@soulwax Do you know which brand the tees are? I'd like to know before I order to make sure what size I need... 
1581,1,@souly74 tolle neue a-ha nummer 
1582,1,@soumyamandi then Do you love mondays 
1583,1,@SoundBwoyFast i do like that movie thanks for the suggestion hunny 
1584,1,@SoundCloud thanks for the plug 
1585,1,@SoundExecution its the truth 
1586,1,@soundlyawake #follow friday me. 
1587,1,@soundlyawake i'm so glad you made it 
1588,1,"@SoundofReason plus a few more of his, and there's some by Mohsen Makmalbaf that's worth watching as well "
1589,1,@soundsavvy thank you!!! and thank you to @djswiftofficial 
1590,1,@soundslikebuuu hehe! i just finished the review XD got some energy left tho so might do a quick character developmnt sketch or somesuch 
1591,1,@soundslikebuuu There is option in iPod touch settings to turn the brightness of the screen right down! 
1592,1,@soundtechsrule Wish you the best of luck. You have very much talent 
1593,1,"@soundtechsrule yeah for max...though, flash likes max....i like the dan..... "
1594,1,@soundthecity Sweet! 
1595,1,@soundtrackgeek I went 2 ur site &amp; it was down 4 20. sux. people always look @ me funny when i say soundtracks 4 my fav music genre. 
1596,1,@soundtracks YAY!!! 
1597,1,@soundzdj wanna come mow my lawn too? 
1598,1,@soundzdj You too! 
1599,1,@SoUniqueTamik What's up Donna?  â?¤
1600,1,@Soupdragonkl you'll be fine 
1601,1,"@soupscoop love the island, wish it was a state park and they charged a bit to keep out rif raf.  the DYC is fun too!"
1602,1,@soupus tweeting on the way home? Honestly! 
1603,1,@souravghosh Uni classes? I always love being outside and running much better! 
1604,1,@Source_to_Sea right off of George Washington Ave outside of Monsour's at The Biscuit Co. Just a quick iPhone shot. 
1605,1,@sourcemaking  Nice to hear that  My team and I did a 'lil program with JBoss Seam to show the usage of the refactors in #sourcemaking
1606,1,@souris Awesome work!! We'd love to see some pics of her when things calm down 
1607,1,"@sourishmazu U finally made it to twitter, welcome dude "
1608,1,@sourmash25 Keep us posted eh? 
1609,1,@sourmash25 They're not married I don't think - bit of an on/off thing.  She was a 'normal' geordie lass in her old life 
1610,1,@sourpatchkelly happy birthday 
1611,1,@soursweetie210 he looked good in 17 agian 
1612,1,@southbaygirl I have a hard time NOT having it planned 
1613,1,@SouthbchBlanco ok thats wats up i will see u at mellow mondays 
1614,1,@southcitystudio @ strungoutwired just what are you guys up to? 
1615,1,@southcoast1 Cool way to avoid paying for a stamp on RVSP - clever 
1616,1,@SouthernBell22 I will prob be at club empo! Stay LOCKED IN dear. Love ya! Night night. I will get some ZZZZzzs for u! 
1617,1,@Southernbelle32 I sent you a DM 
